id,name,locality,country,region,tier,category,lat,lon,seaTempC,bestMonths,sand,water,swimming,surf,setting,blueFlag,tags,description,url
vama-veche-ro,Vama Veche,"2 Mai, Constanța",RO,Europe,2,resort,43.75,28.573,25,Jun-Sep,Coarse pale sand,"Open, clean Black Sea blue",Open-sea swimming straight off the village,None,"A legendary bohemian village on the Bulgarian border, famous for all-night beach parties",false,bohemian|nightlife|village,Romania's counter-culture beach — a fishing village turned all-night bohemian institution on the last sand before Bulgaria.,https://europebeachmap.com/beaches/vama-veche-ro/
corbu-beach-ro,Corbu Beach,"Corbu, Danube Delta edge",RO,Europe,3,wild,44.34,28.665,25,Jun-Aug,"A vast, empty strand of soft grey-gold sand","Open, shallow Black Sea water",Open and unpatrolled — the price of solitude,None,"The last wild beach before the Danube Delta biosphere, no buildings in sight",false,wild|empty|delta,"Romania's emptiest beach — kilometres of bare sand running north toward the Danube Delta, with nothing built on it at all.",https://europebeachmap.com/beaches/corbu-beach-ro/
eforie-nord-ro,Eforie Nord,"Eforie, Constanța",RO,Europe,3,resort,44.07,28.645,25,Jun-Sep,Fine pale sand below low bluffs,"Clean, gently shelving Black Sea water","Gentle and family-friendly, with mud-spa lakes behind",None,An old-school spa resort between the sea and the therapeutic Techirghiol mud lake,false,spa|family|black sea,A century-old Romanian spa resort where a pale-sand beach meets the famous black mud of Lake Techirghiol.,https://europebeachmap.com/beaches/eforie-nord-ro/
plaja-2-mai-ro,Plaja 2 Mai,"Limanu, Constanța",RO,Europe,3,resort,43.7865,28.5807,25,Jun-Sep,"Coarse golden sand flecked with shell, quieter at the fishing-boat south end",Clean teal Black Sea over sand,Gentle shelf and calm mornings; light chop by afternoon,None,"A fishing village turned artists' retreat between Mangalia and Vama Veche, terrace bars on the low bluff above the sand",false,bohemian|fishing village|beach bars,Vama Veche's mellower sibling — an old fishing village where Bucharest's bohemia summers on shell-flecked sand.,https://europebeachmap.com/beaches/plaja-2-mai-ro/
falsterbo-beach-se,Falsterbo Beach,"Falsterbo, Skåne",SE,Europe,2,resort,55.387,12.8458,18,Jun-Aug,Fine pale sand with grassy dunes and rows of white bathing huts,"Shallow, clear and quick to warm over the sandbars",Family-calm — you can wade a long way out,None,"Sweden's south-west tip by Falsterbo lighthouse and golf links, under a huge bird-migration flyway",false,bathing huts|shallow|bird migration,White bathing huts and long warm shallows on the Swedish Riviera at the country's south-west corner.,https://europebeachmap.com/beaches/falsterbo-beach-se/
ribersborg-se,Ribersborg,"Malmö, Skåne",SE,Europe,2,resort,55.596,12.981,18,Jun-Aug,A long artificial sand beach with wooden bathing jetties reaching into the sound,"Cool, shallow, calm Öresund","Shallow and gentle, hugely popular all summer, with jetties for deeper dips",None,"Malmö's mile-long 'Ribban' city beach, with lawns and the Turning Torso behind and Copenhagen across the sound",false,city beach|jetties|Öresund|family,"Malmö's mile-long city beach — shallow Öresund water, grassy lawns and a row of wooden bathing jetties, with Copenhagen on the horizon.",https://europebeachmap.com/beaches/ribersborg-se/
sandhammaren-se,Sandhammaren,"Skane, southern Sweden",SE,Europe,2,cold,55.383,14.2,18,June to August,"Long white sand and dunes, repeatedly voted Sweden's finest beach",Clear pale Baltic water,Gentle Baltic swimming; watch for offshore winds,None,Wild dunes and pine forest on Sweden's southeastern corner,false,white sand|dunes|Skane|Baltic,"Sweden's celebrated white-sand shore, a wild ribbon of dunes on the country's sunny southeast corner.",https://europebeachmap.com/beaches/sandhammaren-se/
tylosand-se,Tylösand,Halmstad,SE,Europe,2,resort,56.657,12.727,19,Jun-Aug,Wide pale sand,"Shallow, gentle blue","Shallow, calm and comparatively warm for Sweden",None,Sweden's best-known resort beach on the Halland coast,true,resort|shallow|summer,Sweden's favourite summer resort beach — seven kilometres of pale sand and shallow water on the sunny Halland coast.,https://europebeachmap.com/beaches/tylosand-se/
ahus-tappet-se,Åhus Täppet,"Kristianstad, Skåne",SE,Europe,3,resort,55.905,14.315,18,Jun-Aug,A wide belt of fine pale sand backed by pine forest,"Shallow, relatively warm Hanö Bay Baltic","Shallow, gentle and family-friendly, among the Baltic's warmest water",None,"The popular Täppet beach south of Åhus, backed by dunes and pine forest on Sweden's south-east coast",true,family|pine forest|Baltic|warm,"A wide, pine-backed family beach on Sweden's south-east coast, with some of the warmest, shallowest water in the Baltic.",https://europebeachmap.com/beaches/ahus-tappet-se/
apelviken-se,Apelviken,"Varberg, Halland",SE,Europe,3,surf,57.086,12.238,19,Jun-Aug,"A wide, flat sand-and-shingle beach that empties at low water","Cool, shallow, wind-brushed Kattegat",Shallow and bracing; better known for board sports than bathing,"Sweden's premier windsurfing and kitesurfing bay, with steady Kattegat wind","A broad, exposed bay just south of Varberg, Sweden's wind- and wave-sports capital",false,windsurf|kitesurf|Kattegat|flat beach,"Sweden's windsurfing capital — a wide, wind-swept Kattegat bay south of Varberg where boards outnumber bathers.",https://europebeachmap.com/beaches/apelviken-se/
boda-sand-se,Böda Sand,Öland,SE,Europe,3,cold,57.278,17.061,18,Jun-Aug,Fine pale sand,"Shallow, clear Baltic blue","Shallow, calm and gently warming in high summer",None,"The longest sandy beach on the sunny island of Öland, backed by pine forest",false,Baltic|pine forest|shallow,The longest sandy beach on sun-soaked Öland — kilometres of pale sand and shallow Baltic water backed by pines.,https://europebeachmap.com/beaches/boda-sand-se/
skanor-beach-se,Skanör Beach,"Falsterbo, Skåne",SE,Europe,3,cold,55.417,12.842,18,Jun-Aug,Pale sand and dunes,"Shallow, clear Baltic blue","Shallow, calm and warm for the region",None,"Wide dune-backed sands at Sweden's south-western tip, a birdwatching haven",false,dunes|birdlife|shallow,"Wide dune-backed sands at Sweden's south-west corner, where shallow warm water meets one of Europe's great birding capes.",https://europebeachmap.com/beaches/skanor-beach-se/
sudersand-beach-se,Sudersand Beach,Fårö,SE,Europe,3,cold,57.955,19.16,18,Jun-Aug,A three-kilometre crescent of fine pale sand,"Clear, shallow Baltic water",Shallow and gentle on a gently curving bay,None,"Bergman's stark island of Fårö, its gentlest side",false,fårö|bergman|crescent,The soft side of Ingmar Bergman's stark Fårö — a three-kilometre crescent of pale Baltic sand.,https://europebeachmap.com/beaches/sudersand-beach-se/
tofta-beach-se,Tofta Beach,Gotland,SE,Europe,3,cold,57.53,18.105,18,Jun-Aug,"Long, soft pale sand — rare for rocky Gotland","Shallow, clear and quick to warm","Shallow and family-friendly, Gotland's warmest water",None,"Gotland's summer-party sand, twenty minutes from medieval Visby",false,gotland|summer party|shallow,"Gotland's summer institution — a long shallow strand where Stockholm decamps every July, near medieval Visby.",https://europebeachmap.com/beaches/tofta-beach-se/
moon-bay-strunjan-si,Moon Bay (Mesecev Zaliv),"Strunjan, Slovenian Riviera",SI,Europe,2,wild,45.5345,13.6048,26,Jun-Sep,Shingle and mud-sand flats,Clear green-blue and shallow,Shallow and calm over tidal flats,None,"Beneath the highest flysch cliffs on the Adriatic, in a nature reserve",false,flysch-cliffs|nature-reserve|secluded,Slovenia's wildest beach curls beneath the Adriatic's tallest cliffs in the Strunjan reserve.,https://europebeachmap.com/beaches/moon-bay-strunjan-si/
fiesa-beach-si,Fiesa Beach,Piran,SI,Europe,3,resort,45.53,13.582,26,Jun-Sep,Pebbles,"Clear, calm Adriatic blue",Calm and clear in the sheltered bay beside a small lagoon,None,A quiet pebble cove a short cliff walk from the Venetian town of Piran,false,Piran|quiet cove|Adriatic,"A quiet pebble cove just around the cliff from Venetian Piran, Slovenia's prettiest and least-crowded swim spot.",https://europebeachmap.com/beaches/fiesa-beach-si/
portoroz-beach-si,Portorož Beach,"Portorož, Slovene Istria",SI,Europe,3,resort,45.512,13.59,26,Jun-Sep,Groomed imported sand and lawns,"Calm, warm, shallow Adriatic water",Warm and family-calm in the protected bay,None,Slovenia's belle-époque 'Port of Roses' spa resort,true,spa|belle époque|family,"Slovenia's Port of Roses — a groomed belle-époque resort beach on the warm, calm top of the Adriatic.",https://europebeachmap.com/beaches/portoroz-beach-si/
strunjan-beach-si,Strunjan Beach,"Strunjan, Slovenian Istria",SI,Europe,3,wild,45.5292,13.6028,26,Jun-Sep,"Narrow, natural pebble-and-grass shore — more meadow than lido","Calm, warm and shallow inside the sheltered bay","Easy, unhurried swimming in a protected nature-park bay",None,"Inside Strunjan Nature Park beside 700-year-old salt pans, under olive terraces and 80 m flysch cliffs — the highest on the Adriatic",false,nature reserve|salt pans|quiet,Slovenia's calmest swim — a nature-park shore between working salt pans and the Adriatic's highest cliffs.,https://europebeachmap.com/beaches/strunjan-beach-si/
alacati-tr,Alaçatı,"Çeşme, İzmir",TR,Europe,1,surf,38.2496,26.3855,24,Jun-Sep,Narrow sand-and-shingle launch strip — the bay itself is the draw,"Flat, waist-deep and clear across a two-square-kilometre bay","Warm shallow water, but sails and kites own the bay when the wind is up","World-class windsurfing — the thermal meltemi builds almost daily to 20-30 knots over flat, shallow water","A U-shaped bay south of Alaçatı's old stone town, its west shore lined end-to-end with windsurf schools",false,windsurfing|kitesurfing|meltemi|shallow bay,"Turkey's windsurf capital — a flat, waist-deep bay where the meltemi blows nearly every summer afternoon.",https://europebeachmap.com/beaches/alacati-tr/
iztuzu-beach-tr,Iztuzu Beach,Dalyan,TR,Europe,1,wild,36.79,28.625,27,May-October,A 4.5 km sandspit of fine grey-gold sand,"Warm and clear, sea on one side and river delta on the other","Warm and open with some surf, protected nesting zones",Occasional wind waves,"Sandspit dividing the Mediterranean from the Dalyan river delta, a strict turtle sanctuary",false,turtles|sandspit|wild|delta,"A wild sandbar between sea and river delta, one of the Mediterranean's key loggerhead turtle nurseries.",https://europebeachmap.com/beaches/iztuzu-beach-tr/
oludeniz-tr,Ölüdeniz (Blue Lagoon),Fethiye,TR,Europe,1,tropical,36.55,29.116,28,May–Oct,White pebble-sand,Still turquoise lagoon,"Warm, calm, shallow",None,Nature-park lagoon,true,Paraglide|Lagoon|Snorkel,A sheltered turquoise lagoon with paragliders drifting down from above.,https://europebeachmap.com/beaches/oludeniz-tr/
patara-beach-tr,Patara Beach,"Gelemis, near Kalkan",TR,Europe,1,wild,36.2704,29.3116,28,May-October,Eighteen kilometres of golden sand backed by dunes,"Warm, clear turquoise, gently shelving","Warm and open, some surf and current on windy days",Occasional wind waves,Protected national park with ancient Lycian ruins and loggerhead turtle nesting,false,wild|dunes|turtles|ruins,"Turkey's longest beach, eighteen wild kilometres of dune-backed sand guarded by Lycian ruins and nesting sea turtles.",https://europebeachmap.com/beaches/patara-beach-tr/
akyaka-beach-tr,Akyaka Beach,"Gökova Gulf, Muğla",TR,Europe,2,surf,37.052,28.32,27,May-Oct; wind all summer,A short strand of pale sand and river greenery,Cool spring-fed shallows meeting the warm gulf,Gentle by the river mouth; the gulf is kite country,One of Europe's great kitesurf flats at nearby Gökova,A slow-town of Ottoman-style timber houses where a cold river meets the gulf,true,kitesurf|river|slow town,A slow-living timber-house town where an ice-cold river meets the Gökova kite flats.,https://europebeachmap.com/beaches/akyaka-beach-tr/
ayazma-beach-tr,Ayazma Beach,"Bozcaada, Çanakkale",TR,Europe,2,resort,39.8122,26.0086,24,Jun-Sep,"Fine golden sand, rare this far north in the Aegean","Brisk, crystal-clear turquoise below pale bluffs",Refreshingly cool and clean; the meltemi can chop up afternoons,None,"Bozcaada's flagship south-coast beach, cafés on the sand and the 1734 Aya Paraskevi monastery with its holy spring on the slope above",false,island|vineyards|fine sand,"Bozcaada's beloved strand — cold clear water, soft sand and island wine waiting up the hill.",https://europebeachmap.com/beaches/ayazma-beach-tr/
butterfly-valley-tr,Butterfly Valley,"Faralya, near Oludeniz, Fethiye",TR,Europe,2,wild,36.4968,29.1273,28,June-September,Small sand-and-pebble beach at a canyon mouth,"Vivid turquoise, very clear and deep","Clear and calm in the cove, deep water",None,"The foot of a steep pine-and-cliff canyon home to rare butterflies, reached by boat or steep hike",false,canyon|turquoise|remote|butterflies,"A hidden turquoise cove at the mouth of a sheer canyon reached by boat, home to clouds of rare butterflies.",https://europebeachmap.com/beaches/butterfly-valley-tr/
cirali-beach-tr,Cirali Beach,"Olympos, Antalya",TR,Europe,2,wild,36.3967,30.4731,29,May-October,Long pebble-and-sand beach,"Clear deep blue, cooled by mountain streams","Warm and clear, deepens fairly quickly",None,"Backed by mountains, the ancient ruins of Olympos and the eternal Chimaera flames, a turtle nesting shore",false,wild|turtles|ruins|chimaera,"A tranquil pebble shore backed by pine mountains, ancient Olympos and the eternal flames of the Chimaera.",https://europebeachmap.com/beaches/cirali-beach-tr/
cleopatra-beach-tr,Cleopatra Beach,Alanya,TR,Europe,2,resort,36.551,31.9765,29,May-October,Fine soft golden sand,"Warm, clear turquoise","Warm, gentle and gently shelving, excellent",None,"Beneath Alanya's Seljuk castle headland, lined with a lively resort promenade",true,resort|blue-flag|turquoise|castle,"A soft golden crescent below Alanya's medieval castle, a lively Blue Flag beach lapped by warm turquoise water.",https://europebeachmap.com/beaches/cleopatra-beach-tr/
cleopatra-beach-sedir-island-tr,Cleopatra Beach (Sedir Island),"Sedir Island, Gulf of Gokova",TR,Europe,2,exotic,36.9931,28.2061,27,June-September,"Rare oolitic sand of perfectly round white grains, strictly protected",Clear pale turquoise,"Warm and clear, though walking on the dry protected sand is banned",None,A tiny island with the ancient ruins of Kedreai in the sheltered Gulf of Gokova,false,exotic|oolitic-sand|island|ruins,An island beach of rare spherical oolitic sand so protected that shoes and towels are forbidden on the grains themselves.,https://europebeachmap.com/beaches/cleopatra-beach-sedir-island-tr/
